token_address,s01_mint_authority,s02_freeze_authority,s03_upgradeable,s04_metadata_mutable,s05_lp_lock,s06_deployer_lp,s08_top10_holders,s09_whale_dominance,s10_sybil_clusters,s11_rug_history,s12_wallet_age,s13_suspicious_tx,s14_bot_spike,s15_wash_trading,s16_insider_dump,s17_social_verify,s18_fake_engagement,label,source
f047f639e3d8fa248b90f62ce0d64ec84ed9505d727c,0.8625,0.779,0.785,0.703,0.7686,0.683,0.8803,0.7766,0.6735,0.8719,0.9345,0.7843,0.9038,0.8686,0.7907,0.8619,0.6998,1,mock
b3ed6b3564a22da81d77afd532328212837862e9a65c,1.0,0.8074,0.8492,0.7793,0.7917,0.8279,0.7956,0.9236,0.8092,0.7613,0.7576,0.8111,0.7138,0.862,0.8864,0.9038,0.8652,1,mock
182706cc717a8ef6eaf817d46d0966b2462f9fdbc49c,0.8833,0.6825,0.6921,0.7026,0.8545,0.7693,0.8181,0.837,0.7239,0.8654,0.8713,0.7001,0.7628,0.6359,0.7051,0.8298,0.8608,1,mock
f6e39416fbbf69961daa0df2ee50a35f770f3dd0bac4,0.1266,0.0473,0.0094,0.0137,0.1889,0.0602,0.2175,0.1158,0.1461,0.1175,0.0441,0.1328,0.1254,0.1629,0.0811,0.0906,0.068,0,mock
bd504aa51a5f21f720c5b343f6e45061f2ec96da5074,0.0,0.0246,0.0117,0.0,0.1171,0.0,0.1758,0.0004,0.0504,0.1157,0.0,0.0,0.1142,0.0971,0.1165,0.0271,0.1078,0,mock
5aae37828c03ce261609132e9db33f3a8e99e54ac888,0.9986,0.6933,0.6598,0.6167,0.7695,0.7074,0.8502,0.813,0.8558,0.8948,0.933,0.6401,0.8324,0.7622,0.71,0.8027,0.758,1,mock
649e9891f4f8a2d9d5c3f4a0c457065acab19ae1e617,0.1529,0.0199,0.0372,0.0,0.0812,0.1974,0.1609,0.0261,0.0905,0.0,0.1417,0.1513,0.1793,0.0203,0.0001,0.0798,0.0,0,mock
e1b4d0d4bc0f1e1fbd5b6f156a946d2ee4941d930d25,0.8726,0.8097,0.6979,0.7987,0.9273,0.72,0.8727,0.8369,0.6405,0.8956,0.7762,0.7033,0.9076,0.6702,0.9095,0.8591,0.6318,1,mock
85a5900ae16ea8669db53bd1b5603dd6c934a7bff396,0.977,0.8037,0.6682,0.6547,0.8516,0.6626,0.8843,0.941,0.6369,0.7263,0.9299,0.7809,0.7399,0.7395,0.9003,0.8991,0.6958,1,mock
90e84b61ba0b2555ae719ec9ae7873dc92214633a823,1.0,0.7555,0.6636,0.6465,0.7502,0.7628,0.824,0.8758,0.817,0.8457,0.9335,0.738,0.7524,0.7543,0.8023,0.9095,0.7009,1,mock
9499d8f8f1a9e9d2781abcd53a6af3642b75e835dbfe,0.924,0.8385,0.7934,0.7531,0.8873,0.8694,0.7423,0.8305,0.7232,0.6885,0.8999,0.7173,0.7256,0.8044,0.7334,0.8583,0.8184,1,mock
64febd76f615cac54bdc5ddd7a6c31002a5663bbff17,0.8658,0.7851,0.7792,0.7908,0.7523,0.8256,0.7239,0.8262,0.861,0.7452,0.8226,0.7842,0.872,0.7857,0.8713,0.7571,0.7971,1,mock
c2199529038f9d6586233819ff813580083711bd43cf,0.8722,0.9163,0.7774,0.705,0.9008,0.7734,0.907,0.9269,0.7837,0.7854,0.7784,0.7377,0.8729,0.6986,0.6881,0.8739,0.7538,1,mock
2946a14215ba2b4e2ec14a91c57017598410653b3739,0.8635,0.7228,0.7589,0.7069,0.9047,0.6834,0.6808,0.7355,0.7016,0.8416,0.8607,0.7077,0.8776,0.6894,0.7631,0.7962,0.855,1,mock
87b9897e606b8905c94b4d23ce7ca7f8caacb7d647fb,0.9209,0.8605,0.8011,0.6756,0.7485,0.669,0.7377,0.9303,0.7234,0.8952,0.8096,0.7613,0.7136,0.8672,0.8538,0.8502,0.8638,1,mock
a431174bb9c89de63fa58d064eb211422b364bc6546a,0.072,0.0,0.1177,0.0,0.2152,0.0,0.193,0.1645,0.0,0.0575,0.045,0.1515,0.1771,0.0886,0.0177,0.114,0.0,0,mock
3dcf017ffe2a537ca17e19935033a9e30d4da540a4f0,0.0322,0.0,0.062,0.0412,0.0338,0.1247,0.1172,0.0989,0.0811,0.0559,0.0,0.065,0.1977,0.0946,0.0,0.0107,0.1767,0,mock
3e0b2c0bfcef4f16c5efa33152c3efec3f99edc54590,0.8926,0.8804,0.7183,0.8073,0.9663,0.7408,0.7476,0.8216,0.7566,0.9119,0.9261,0.7723,0.7132,0.69,0.8339,0.9398,0.7631,1,mock
d57244a359a67e5c0e1e7fc551b5e5f5abf466cdeb65,0.8303,0.7441,0.8548,0.7355,0.8762,0.6711,0.855,0.7692,0.7211,0.9175,0.8836,0.7137,0.8443,0.8323,0.8662,0.785,0.6377,1,mock
d96358507d1843174641a6575e93e35ae542ec3acfa2,0.8714,0.715,0.8602,0.6159,0.9234,0.6724,0.7999,0.9689,0.8339,0.8041,0.9029,0.7685,0.752,0.7649,0.8163,0.8256,0.7957,1,mock
5f53e1c714f55f1449d123a9a880a9c06d29a5957ccb,0.1252,0.0814,0.1423,0.0974,0.1349,0.0227,0.1893,0.1435,0.0,0.0745,0.1584,0.162,0.0,0.165,0.1147,0.2001,0.0554,0,mock
41530e14cd9096cf433c993ccd9a2273d6908945c0d4,0.8889,0.8253,0.6538,0.7484,0.9347,0.7862,0.8646,0.903,0.6816,0.7884,0.7848,0.6613,0.7888,0.7298,0.7028,0.8324,0.7896,1,mock
2c8f456b20d329a3fa012d247b7fe9210e7eacfbc2f7,1.0,0.8813,0.7459,0.702,0.9511,0.6725,0.8189,0.9053,0.6608,0.773,0.8741,0.7918,0.801,0.7223,0.9151,0.9498,0.813,1,mock
971c034d5cc06c7a172940cfda89f715dd9d3f8ad086,0.8704,0.7189,0.8295,0.7651,0.9242,0.6697,0.785,0.8286,0.7923,0.737,0.8366,0.6484,0.8596,0.7377,0.8082,0.8043,0.8241,1,mock
9a81c24c9cb519a608beac6f303345d8a02df24fa2c7,0.1452,0.0041,0.1571,0.1117,0.1287,0.0,0.1699,0.0512,0.0,0.0,0.0,0.1816,0.1235,0.207,0.1374,0.0589,0.0268,0,mock
c859f1af94ccec74b573b43bec7b0187e9d01afb690b,0.1193,0.1116,0.1733,0.0353,0.0263,0.1254,0.166,0.0123,0.1457,0.0465,0.035,0.0307,0.1473,0.0255,0.0048,0.0634,0.1358,0,mock
fdbda51593ba776494c7137d91f5ceb536b94dcf0570,0.0374,0.0253,0.1543,0.1659,0.123,0.0842,0.3184,0.0524,0.0021,0.0,0.1354,0.0,0.1773,0.1455,0.0262,0.1129,0.0935,0,mock
3a8b9cf9e540a27c57e165e55bc6ebd4fef4673e6fc5,0.9364,0.8999,0.6736,0.7205,0.8823,0.748,0.7019,0.8135,0.71,0.8408,0.9359,0.6592,0.8465,0.6992,0.9068,0.9253,0.762,1,mock
1bf53d432ef8841c82d84cc1edf18bc2f13b70f7c73d,0.9201,0.8712,0.8041,0.7451,0.7364,0.7439,0.9121,0.9179,0.8163,0.8186,0.9031,0.72,0.7209,0.781,0.8287,0.9319,0.6655,1,mock
cdb6e1b758e3d52d4e4df0b705f37a020483088dfcd0,0.0,0.1173,0.0652,0.0916,0.097,0.1368,0.2935,0.0715,0.0,0.0816,0.0,0.0002,0.1739,0.061,0.1115,0.1172,0.1637,0,mock
